sentence,relation,head,head_offset,tail,tail_offset
土豆含有丰富的蛋白质和维生素。,含有营养素,土豆,0,维生素,11
适量吃点土豆可以提高自身免疫力。,具有功效,土豆,4,提高自身免疫力,8
土豆含有丰富的维生素B1、B2、B6和泛酸等B族维生素及大量的优质纤维素，还含有微量元素、氨基酸、蛋白质、脂肪和优质淀粉等营养元素。,含有营养素,土豆,0,维生素B1,7
土豆含有丰富的维生素B1、B2、B6和泛酸等B族维生素及大量的优质纤维素，还含有微量元素、氨基酸、蛋白质、脂肪和优质淀粉等营养元素。,含有营养素,土豆,0,B2,13
土豆含有丰富的维生素B1、B2、B6和泛酸等B族维生素及大量的优质纤维素，还含有微量元素、氨基酸、蛋白质、脂肪和优质淀粉等营养元素。,含有营养素,土豆,0,B6,16
土豆含有丰富的维生素B1、B2、B6和泛酸等B族维生素及大量的优质纤维素，还含有微量元素、氨基酸、蛋白质、脂肪和优质淀粉等营养元素。,含有营养素,土豆,0,泛酸,19
土豆含有丰富的维生素B1、B2、B6和泛酸等B族维生素及大量的优质纤维素，还含有微量元素、氨基酸、蛋白质、脂肪和优质淀粉等营养元素。,含有营养素,土豆,0,B族维生素,22
土豆含有丰富的维生素B1、B2、B6和泛酸等B族维生素及大量的优质纤维素，还含有微量元素、氨基酸、蛋白质、脂肪和优质淀粉等营养元素。,含有营养素,土豆,0,纤维素,33
土豆含有丰富的维生素B1、B2、B6和泛酸等B族维生素及大量的优质纤维素，还含有微量元素、氨基酸、蛋白质、脂肪和优质淀粉等营养元素。,含有营养素,土豆,0,微量元素,40
土豆含有丰富的维生素B1、B2、B6和泛酸等B族维生素及大量的优质纤维素，还含有微量元素、氨基酸、蛋白质、脂肪和优质淀粉等营养元素。,含有营养素,土豆,0,氨基酸,45
土豆含有丰富的维生素B1、B2、B6和泛酸等B族维生素及大量的优质纤维素，还含有微量元素、氨基酸、蛋白质、脂肪和优质淀粉等营养元素。,含有营养素,土豆,0,蛋白质,49
土豆含有丰富的维生素B1、B2、B6和泛酸等B族维生素及大量的优质纤维素，还含有微量元素、氨基酸、蛋白质、脂肪和优质淀粉等营养元素。,含有营养素,土豆,0,脂肪,53
土豆含有丰富的维生素B1、B2、B6和泛酸等B族维生素及大量的优质纤维素，还含有微量元素、氨基酸、蛋白质、脂肪和优质淀粉等营养元素。,含有营养素,土豆,0,淀粉,58
夏季一杯冰红茶清热解渴，柠檬冰红茶具有生津、止渴、解暑的作用，此外还可以滋润肌肤，促进血液循环，活化细胞等。,忌搭配,红茶,5,柠檬,12
夏季一杯冰红茶清热解渴，柠檬冰红茶具有生津、止渴、解暑的作用，此外还可以滋润肌肤，促进血液循环，活化细胞等。,具有功效,红茶,5,清热解渴,7
夏季一杯冰红茶清热解渴，柠檬冰红茶具有生津、止渴、解暑的作用，此外还可以滋润肌肤，促进血液循环，活化细胞等。,具有功效,红茶,5,生津,19
夏季一杯冰红茶清热解渴，柠檬冰红茶具有生津、止渴、解暑的作用，此外还可以滋润肌肤，促进血液循环，活化细胞等。,具有功效,红茶,5,止渴,22
夏季一杯冰红茶清热解渴，柠檬冰红茶具有生津、止渴、解暑的作用，此外还可以滋润肌肤，促进血液循环，活化细胞等。,具有功效,红茶,5,解暑,25
夏季一杯冰红茶清热解渴，柠檬冰红茶具有生津、止渴、解暑的作用，此外还可以滋润肌肤，促进血液循环，活化细胞等。,具有功效,红茶,5,滋润肌肤,36
夏季一杯冰红茶清热解渴，柠檬冰红茶具有生津、止渴、解暑的作用，此外还可以滋润肌肤，促进血液循环，活化细胞等。,具有功效,红茶,5,促进血液循环,41
夏季一杯冰红茶清热解渴，柠檬冰红茶具有生津、止渴、解暑的作用，此外还可以滋润肌肤，促进血液循环，活化细胞等。,具有功效,红茶,5,活化细胞,48
夏季一杯冰红茶清热解渴，柠檬冰红茶具有生津、止渴、解暑的作用，此外还可以滋润肌肤，促进血液循环，活化细胞等。,忌搭配,柠檬,12,红茶,15
夏季一杯冰红茶清热解渴，柠檬冰红茶具有生津、止渴、解暑的作用，此外还可以滋润肌肤，促进血液循环，活化细胞等。,具有功效,柠檬,12,清热解渴,7
夏季一杯冰红茶清热解渴，柠檬冰红茶具有生津、止渴、解暑的作用，此外还可以滋润肌肤，促进血液循环，活化细胞等。,具有功效,柠檬,12,生津,19
夏季一杯冰红茶清热解渴，柠檬冰红茶具有生津、止渴、解暑的作用，此外还可以滋润肌肤，促进血液循环，活化细胞等。,具有功效,柠檬,12,止渴,22
夏季一杯冰红茶清热解渴，柠檬冰红茶具有生津、止渴、解暑的作用，此外还可以滋润肌肤，促进血液循环，活化细胞等。,具有功效,柠檬,12,解暑,25
夏季一杯冰红茶清热解渴，柠檬冰红茶具有生津、止渴、解暑的作用，此外还可以滋润肌肤，促进血液循环，活化细胞等。,具有功效,柠檬,12,滋润肌肤,36
夏季一杯冰红茶清热解渴，柠檬冰红茶具有生津、止渴、解暑的作用，此外还可以滋润肌肤，促进血液循环，活化细胞等。,具有功效,柠檬,12,促进血液循环,41
夏季一杯冰红茶清热解渴，柠檬冰红茶具有生津、止渴、解暑的作用，此外还可以滋润肌肤，促进血液循环，活化细胞等。,具有功效,柠檬,12,活化细胞,48
夏季一杯冰红茶清热解渴，柠檬冰红茶具有生津、止渴、解暑的作用，此外还可以滋润肌肤，促进血液循环，活化细胞等。,具有功效,红茶,15,清热解渴,7
夏季一杯冰红茶清热解渴，柠檬冰红茶具有生津、止渴、解暑的作用，此外还可以滋润肌肤，促进血液循环，活化细胞等。,具有功效,红茶,15,生津,19
夏季一杯冰红茶清热解渴，柠檬冰红茶具有生津、止渴、解暑的作用，此外还可以滋润肌肤，促进血液循环，活化细胞等。,具有功效,红茶,15,止渴,22
夏季一杯冰红茶清热解渴，柠檬冰红茶具有生津、止渴、解暑的作用，此外还可以滋润肌肤，促进血液循环，活化细胞等。,具有功效,红茶,15,解暑,25
夏季一杯冰红茶清热解渴，柠檬冰红茶具有生津、止渴、解暑的作用，此外还可以滋润肌肤，促进血液循环，活化细胞等。,具有功效,红茶,15,滋润肌肤,36
夏季一杯冰红茶清热解渴，柠檬冰红茶具有生津、止渴、解暑的作用，此外还可以滋润肌肤，促进血液循环，活化细胞等。,具有功效,红茶,15,促进血液循环,41
夏季一杯冰红茶清热解渴，柠檬冰红茶具有生津、止渴、解暑的作用，此外还可以滋润肌肤，促进血液循环，活化细胞等。,具有功效,红茶,15,活化细胞,48
柠檬丰富的维生素对改善血压、缓和神经、帮助消化和分解体内毒素有一定的辅助作用。,具有功效,柠檬,0,改善血压,9
柠檬丰富的维生素对改善血压、缓和神经、帮助消化和分解体内毒素有一定的辅助作用。,具有功效,柠檬,0,缓和神经,14
柠檬丰富的维生素对改善血压、缓和神经、帮助消化和分解体内毒素有一定的辅助作用。,具有功效,柠檬,0,帮助消化,19
柠檬丰富的维生素对改善血压、缓和神经、帮助消化和分解体内毒素有一定的辅助作用。,具有功效,柠檬,0,分解体内毒素,24
柠檬丰富的维生素对改善血压、缓和神经、帮助消化和分解体内毒素有一定的辅助作用。,含有营养素,柠檬,0,维生素,5
玫瑰花性质温和，有降火气、调理血气、促进血液循环、养颜美容的功效，且能消除疲劳，愈合伤口。,具有功效,玫瑰花,0,降火气,9
玫瑰花性质温和，有降火气、调理血气、促进血液循环、养颜美容的功效，且能消除疲劳，愈合伤口。,具有功效,玫瑰花,0,调理血气,13
玫瑰花性质温和，有降火气、调理血气、促进血液循环、养颜美容的功效，且能消除疲劳，愈合伤口。,具有功效,玫瑰花,0,促进血液循环,18
玫瑰花性质温和，有降火气、调理血气、促进血液循环、养颜美容的功效，且能消除疲劳，愈合伤口。,具有功效,玫瑰花,0,养颜美容,25
玫瑰花性质温和，有降火气、调理血气、促进血液循环、养颜美容的功效，且能消除疲劳，愈合伤口。,具有功效,玫瑰花,0,消除疲劳,35
玫瑰花性质温和，有降火气、调理血气、促进血液循环、养颜美容的功效，且能消除疲劳，愈合伤口。,具有功效,玫瑰花,0,愈合伤口,40
石榴和圣女果水分和维生素C都很丰富，两者搭配一起搅打成果汁，有助于增强抵抗力，有润燥补水的功效。,忌搭配,石榴,0,圣女果,3
石榴和圣女果水分和维生素C都很丰富，两者搭配一起搅打成果汁，有助于增强抵抗力，有润燥补水的功效。,具有功效,石榴,0,增强抵抗力,33
石榴和圣女果水分和维生素C都很丰富，两者搭配一起搅打成果汁，有助于增强抵抗力，有润燥补水的功效。,具有功效,石榴,0,润燥补水,40
石榴和圣女果水分和维生素C都很丰富，两者搭配一起搅打成果汁，有助于增强抵抗力，有润燥补水的功效。,含有营养素,石榴,0,水分,6
石榴和圣女果水分和维生素C都很丰富，两者搭配一起搅打成果汁，有助于增强抵抗力，有润燥补水的功效。,含有营养素,石榴,0,维生素C,9
石榴和圣女果水分和维生素C都很丰富，两者搭配一起搅打成果汁，有助于增强抵抗力，有润燥补水的功效。,具有功效,圣女果,3,增强抵抗力,33
石榴和圣女果水分和维生素C都很丰富，两者搭配一起搅打成果汁，有助于增强抵抗力，有润燥补水的功效。,具有功效,圣女果,3,润燥补水,40
石榴和圣女果水分和维生素C都很丰富，两者搭配一起搅打成果汁，有助于增强抵抗力，有润燥补水的功效。,含有营养素,圣女果,3,水分,6
石榴和圣女果水分和维生素C都很丰富，两者搭配一起搅打成果汁，有助于增强抵抗力，有润燥补水的功效。,含有营养素,圣女果,3,维生素C,9
柠檬中含有糖类、钙、磷、铁及维生素B1、B2、C等多种营养成分，此外，还有丰富的柠檬酸和黄酮类、挥发油、橙皮甙等。,含有营养素,柠檬,0,糖类,5
柠檬中含有糖类、钙、磷、铁及维生素B1、B2、C等多种营养成分，此外，还有丰富的柠檬酸和黄酮类、挥发油、橙皮甙等。,含有营养素,柠檬,0,钙,8
柠檬中含有糖类、钙、磷、铁及维生素B1、B2、C等多种营养成分，此外，还有丰富的柠檬酸和黄酮类、挥发油、橙皮甙等。,含有营养素,柠檬,0,磷,10
柠檬中含有糖类、钙、磷、铁及维生素B1、B2、C等多种营养成分，此外，还有丰富的柠檬酸和黄酮类、挥发油、橙皮甙等。,含有营养素,柠檬,0,铁,12
柠檬中含有糖类、钙、磷、铁及维生素B1、B2、C等多种营养成分，此外，还有丰富的柠檬酸和黄酮类、挥发油、橙皮甙等。,含有营养素,柠檬,0,维生素B1,14
柠檬中含有糖类、钙、磷、铁及维生素B1、B2、C等多种营养成分，此外，还有丰富的柠檬酸和黄酮类、挥发油、橙皮甙等。,含有营养素,柠檬,0,B2,20
柠檬中含有糖类、钙、磷、铁及维生素B1、B2、C等多种营养成分，此外，还有丰富的柠檬酸和黄酮类、挥发油、橙皮甙等。,含有营养素,柠檬,0,C,23
柠檬中含有糖类、钙、磷、铁及维生素B1、B2、C等多种营养成分，此外，还有丰富的柠檬酸和黄酮类、挥发油、橙皮甙等。,含有营养素,柠檬,0,柠檬酸,40
柠檬中含有糖类、钙、磷、铁及维生素B1、B2、C等多种营养成分，此外，还有丰富的柠檬酸和黄酮类、挥发油、橙皮甙等。,含有营养素,柠檬,0,黄酮类,44
柠檬中含有糖类、钙、磷、铁及维生素B1、B2、C等多种营养成分，此外，还有丰富的柠檬酸和黄酮类、挥发油、橙皮甙等。,含有营养素,柠檬,0,挥发油,48
柠檬中含有糖类、钙、磷、铁及维生素B1、B2、C等多种营养成分，此外，还有丰富的柠檬酸和黄酮类、挥发油、橙皮甙等。,含有营养素,柠檬,0,橙皮甙,52
柠檬性温、味苦、无毒，具有止渴生津、祛暑、健胃、止痛等功能。,具有功效,柠檬,0,止渴生津,13
柠檬性温、味苦、无毒，具有止渴生津、祛暑、健胃、止痛等功能。,具有功效,柠檬,0,祛暑,18
柠檬性温、味苦、无毒，具有止渴生津、祛暑、健胃、止痛等功能。,具有功效,柠檬,0,健胃,21
柠檬性温、味苦、无毒，具有止渴生津、祛暑、健胃、止痛等功能。,具有功效,柠檬,0,止痛,24
豆腐为补益清热养生食品，常食可补中益气、清热润燥、生津止渴、清洁肠胃。,具有功效,豆腐,0,补益清热,3
豆腐为补益清热养生食品，常食可补中益气、清热润燥、生津止渴、清洁肠胃。,具有功效,豆腐,0,补中益气,15
豆腐为补益清热养生食品，常食可补中益气、清热润燥、生津止渴、清洁肠胃。,具有功效,豆腐,0,清热润燥,20
豆腐为补益清热养生食品，常食可补中益气、清热润燥、生津止渴、清洁肠胃。,具有功效,豆腐,0,生津止渴,25
豆腐为补益清热养生食品，常食可补中益气、清热润燥、生津止渴、清洁肠胃。,具有功效,豆腐,0,清洁肠胃,30
豆腐更适于热性体质、口臭口渴、肠胃不清、热病后调养者食用。,利于疾病,豆腐,0,口臭口渴,10
豆腐更适于热性体质、口臭口渴、肠胃不清、热病后调养者食用。,利于疾病,豆腐,0,肠胃不清,15
豆腐更适于热性体质、口臭口渴、肠胃不清、热病后调养者食用。,利于疾病,豆腐,0,热病,20
三文鱼含有丰富的蛋白质、纤维素、番茄红素，有生津止渴、健胃消食、去脂瘦身的功效。,具有功效,三文鱼,0,生津止渴,22
三文鱼含有丰富的蛋白质、纤维素、番茄红素，有生津止渴、健胃消食、去脂瘦身的功效。,具有功效,三文鱼,0,健胃消食,27
三文鱼含有丰富的蛋白质、纤维素、番茄红素，有生津止渴、健胃消食、去脂瘦身的功效。,具有功效,三文鱼,0,去脂瘦身,32
三文鱼含有丰富的蛋白质、纤维素、番茄红素，有生津止渴、健胃消食、去脂瘦身的功效。,含有营养素,三文鱼,0,蛋白质,8
三文鱼含有丰富的蛋白质、纤维素、番茄红素，有生津止渴、健胃消食、去脂瘦身的功效。,含有营养素,三文鱼,0,纤维素,12
三文鱼含有丰富的蛋白质、纤维素、番茄红素，有生津止渴、健胃消食、去脂瘦身的功效。,含有营养素,三文鱼,0,番茄红素,16
奶酪能增进人体低抗疾病的能力，促进代谢，增强活力，保护眼睛健康并保持肌肤健美。,具有功效,奶酪,0,增进人体低抗疾病,3
奶酪能增进人体低抗疾病的能力，促进代谢，增强活力，保护眼睛健康并保持肌肤健美。,具有功效,奶酪,0,促进代谢,15
奶酪能增进人体低抗疾病的能力，促进代谢，增强活力，保护眼睛健康并保持肌肤健美。,具有功效,奶酪,0,增强活力,20
奶酪能增进人体低抗疾病的能力，促进代谢，增强活力，保护眼睛健康并保持肌肤健美。,具有功效,奶酪,0,保护眼睛健康,25
奶酪能增进人体低抗疾病的能力，促进代谢，增强活力，保护眼睛健康并保持肌肤健美。,具有功效,奶酪,0,保持肌肤健美,32
奶酪正是含钙最多的奶制品，而且这些钙很容易吸收。,含有营养素,奶酪,0,钙,5
奶酪正是含钙最多的奶制品，而且这些钙很容易吸收。,含有营养素,奶酪,0,钙,17
干荷叶有清热降火的功效，能利尿、通便，玫瑰花则有调理气血的功效。,忌搭配,荷叶,1,玫瑰花,19
干荷叶有清热降火的功效，能利尿、通便，玫瑰花则有调理气血的功效。,具有功效,荷叶,1,清热降火,4
干荷叶有清热降火的功效，能利尿、通便，玫瑰花则有调理气血的功效。,具有功效,荷叶,1,利尿,13
干荷叶有清热降火的功效，能利尿、通便，玫瑰花则有调理气血的功效。,具有功效,荷叶,1,通便,16
干荷叶有清热降火的功效，能利尿、通便，玫瑰花则有调理气血的功效。,具有功效,荷叶,1,调理气血,24
干荷叶有清热降火的功效，能利尿、通便，玫瑰花则有调理气血的功效。,具有功效,玫瑰花,19,清热降火,4
干荷叶有清热降火的功效，能利尿、通便，玫瑰花则有调理气血的功效。,具有功效,玫瑰花,19,利尿,13
干荷叶有清热降火的功效，能利尿、通便，玫瑰花则有调理气血的功效。,具有功效,玫瑰花,19,通便,16
干荷叶有清热降火的功效，能利尿、通便，玫瑰花则有调理气血的功效。,具有功效,玫瑰花,19,调理气血,24
苹果中所含的糖类和果酸，能增加肠道的益生菌，改善肠道功能。,具有功效,苹果,0,增加肠道的益生菌,13
苹果中所含的糖类和果酸，能增加肠道的益生菌，改善肠道功能。,具有功效,苹果,0,改善肠道功能,22
苹果中所含的糖类和果酸，能增加肠道的益生菌，改善肠道功能。,含有营养素,苹果,0,糖类,6
苹果中所含的糖类和果酸，能增加肠道的益生菌，改善肠道功能。,含有营养素,苹果,0,果酸,9
石榴则有促进消化的功能。,具有功效,石榴,0,促进消化,4
这款花茶加入了山楂、枸杞和红枣，让茶饮品尝起来有酸酸甜甜的味道，比较可口，有消食减脂的功效。,忌搭配,山楂,7,枸杞,10
这款花茶加入了山楂、枸杞和红枣，让茶饮品尝起来有酸酸甜甜的味道，比较可口，有消食减脂的功效。,忌搭配,山楂,7,红枣,13
这款花茶加入了山楂、枸杞和红枣，让茶饮品尝起来有酸酸甜甜的味道，比较可口，有消食减脂的功效。,具有功效,山楂,7,消食减脂,38
这款花茶加入了山楂、枸杞和红枣，让茶饮品尝起来有酸酸甜甜的味道，比较可口，有消食减脂的功效。,忌搭配,枸杞,10,红枣,13
这款花茶加入了山楂、枸杞和红枣，让茶饮品尝起来有酸酸甜甜的味道，比较可口，有消食减脂的功效。,具有功效,枸杞,10,消食减脂,38
这款花茶加入了山楂、枸杞和红枣，让茶饮品尝起来有酸酸甜甜的味道，比较可口，有消食减脂的功效。,具有功效,红枣,13,消食减脂,38
苦瓜含维生素C、维生素E、胡萝卜素、锌、硒皆较丰富，对抗氧化和提高人体免疫力具有良好的作用。,具有功效,苦瓜,0,抗氧化,27
苦瓜含维生素C、维生素E、胡萝卜素、锌、硒皆较丰富，对抗氧化和提高人体免疫力具有良好的作用。,具有功效,苦瓜,0,提高人体免疫力,31
苦瓜含维生素C、维生素E、胡萝卜素、锌、硒皆较丰富，对抗氧化和提高人体免疫力具有良好的作用。,含有营养素,苦瓜,0,维生素C,3
苦瓜含维生素C、维生素E、胡萝卜素、锌、硒皆较丰富，对抗氧化和提高人体免疫力具有良好的作用。,含有营养素,苦瓜,0,维生素E,8
苦瓜含维生素C、维生素E、胡萝卜素、锌、硒皆较丰富，对抗氧化和提高人体免疫力具有良好的作用。,含有营养素,苦瓜,0,胡萝卜素,13
苦瓜含维生素C、维生素E、胡萝卜素、锌、硒皆较丰富，对抗氧化和提高人体免疫力具有良好的作用。,含有营养素,苦瓜,0,锌,18
苦瓜含维生素C、维生素E、胡萝卜素、锌、硒皆较丰富，对抗氧化和提高人体免疫力具有良好的作用。,含有营养素,苦瓜,0,硒,20
苦瓜中的苦瓜甙和苦味素能增进食欲，健脾开胃，是开胃下饭的最佳选择之一。,具有功效,苦瓜,0,增进食欲,12
苦瓜中的苦瓜甙和苦味素能增进食欲，健脾开胃，是开胃下饭的最佳选择之一。,具有功效,苦瓜,0,健脾开胃,17
苦瓜中的苦瓜甙和苦味素能增进食欲，健脾开胃，是开胃下饭的最佳选择之一。,具有功效,苦瓜,0,开胃下饭,23
苦瓜中的苦瓜甙和苦味素能增进食欲，健脾开胃，是开胃下饭的最佳选择之一。,含有营养素,苦瓜,0,苦瓜甙,4
苦瓜中的苦瓜甙和苦味素能增进食欲，健脾开胃，是开胃下饭的最佳选择之一。,含有营养素,苦瓜,0,苦味素,8
米糊具有补脾、和胃、清肺功效，也有益气、养阴、润燥的功能，有益于人体的发育和健康，并且能刺激胃液的分泌，有助于消化，并对脂肪的吸收有促进作用，亦能促使奶粉中的酪蛋白形成疏松而又柔软的小凝块，使之容易消化吸收。,具有功效,米糊,0,补脾,4
米糊具有补脾、和胃、清肺功效，也有益气、养阴、润燥的功能，有益于人体的发育和健康，并且能刺激胃液的分泌，有助于消化，并对脂肪的吸收有促进作用，亦能促使奶粉中的酪蛋白形成疏松而又柔软的小凝块，使之容易消化吸收。,具有功效,米糊,0,和胃,7
米糊具有补脾、和胃、清肺功效，也有益气、养阴、润燥的功能，有益于人体的发育和健康，并且能刺激胃液的分泌，有助于消化，并对脂肪的吸收有促进作用，亦能促使奶粉中的酪蛋白形成疏松而又柔软的小凝块，使之容易消化吸收。,具有功效,米糊,0,清肺,10
米糊具有补脾、和胃、清肺功效，也有益气、养阴、润燥的功能，有益于人体的发育和健康，并且能刺激胃液的分泌，有助于消化，并对脂肪的吸收有促进作用，亦能促使奶粉中的酪蛋白形成疏松而又柔软的小凝块，使之容易消化吸收。,具有功效,米糊,0,益气,17
米糊具有补脾、和胃、清肺功效，也有益气、养阴、润燥的功能，有益于人体的发育和健康，并且能刺激胃液的分泌，有助于消化，并对脂肪的吸收有促进作用，亦能促使奶粉中的酪蛋白形成疏松而又柔软的小凝块，使之容易消化吸收。,具有功效,米糊,0,养阴,20
米糊具有补脾、和胃、清肺功效，也有益气、养阴、润燥的功能，有益于人体的发育和健康，并且能刺激胃液的分泌，有助于消化，并对脂肪的吸收有促进作用，亦能促使奶粉中的酪蛋白形成疏松而又柔软的小凝块，使之容易消化吸收。,具有功效,米糊,0,润燥,23
米糊具有补脾、和胃、清肺功效，也有益气、养阴、润燥的功能，有益于人体的发育和健康，并且能刺激胃液的分泌，有助于消化，并对脂肪的吸收有促进作用，亦能促使奶粉中的酪蛋白形成疏松而又柔软的小凝块，使之容易消化吸收。,具有功效,米糊,0,刺激胃液的分泌,44
米糊具有补脾、和胃、清肺功效，也有益气、养阴、润燥的功能，有益于人体的发育和健康，并且能刺激胃液的分泌，有助于消化，并对脂肪的吸收有促进作用，亦能促使奶粉中的酪蛋白形成疏松而又柔软的小凝块，使之容易消化吸收。,具有功效,米糊,0,有助于消化,52
米糊具有补脾、和胃、清肺功效，也有益气、养阴、润燥的功能，有益于人体的发育和健康，并且能刺激胃液的分泌，有助于消化，并对脂肪的吸收有促进作用，亦能促使奶粉中的酪蛋白形成疏松而又柔软的小凝块，使之容易消化吸收。,具有功效,米糊,0,脂肪的吸收,60
糙米中含有大量纤维素，具有改善肠胃机能、净化血液、预防便秘、肠癌及肥胖，帮助新陈代谢及排毒等作用。,具有功效,糙米,0,改善肠胃机能,13
糙米中含有大量纤维素，具有改善肠胃机能、净化血液、预防便秘、肠癌及肥胖，帮助新陈代谢及排毒等作用。,具有功效,糙米,0,净化血液,20
糙米中含有大量纤维素，具有改善肠胃机能、净化血液、预防便秘、肠癌及肥胖，帮助新陈代谢及排毒等作用。,具有功效,糙米,0,预防便秘,25
糙米中含有大量纤维素，具有改善肠胃机能、净化血液、预防便秘、肠癌及肥胖，帮助新陈代谢及排毒等作用。,具有功效,糙米,0,帮助新陈代谢,36
糙米中含有大量纤维素，具有改善肠胃机能、净化血液、预防便秘、肠癌及肥胖，帮助新陈代谢及排毒等作用。,具有功效,糙米,0,排毒,43
糙米中含有大量纤维素，具有改善肠胃机能、净化血液、预防便秘、肠癌及肥胖，帮助新陈代谢及排毒等作用。,含有营养素,糙米,0,纤维素,7
糙米中含有大量纤维素，具有改善肠胃机能、净化血液、预防便秘、肠癌及肥胖，帮助新陈代谢及排毒等作用。,利于疾病,糙米,0,肠癌,30
糙米中含有大量纤维素，具有改善肠胃机能、净化血液、预防便秘、肠癌及肥胖，帮助新陈代谢及排毒等作用。,利于疾病,糙米,0,肥胖,33
糙米中含有大量纤维素，具有改善肠胃机能、净化血液、预防便秘、肠癌及肥胖，帮助新陈代谢及排毒等作用。,营养素疾病,纤维素,7,肠癌,30
糙米中含有大量纤维素，具有改善肠胃机能、净化血液、预防便秘、肠癌及肥胖，帮助新陈代谢及排毒等作用。,营养素疾病,纤维素,7,肥胖,33
番薯叶含有大量的膳食纤维，可以增加饱足感，并且含有多种抗氧化维生素，对身体有较强的排毒效果。,具有功效,番薯叶,0,增加饱足感,15
番薯叶含有大量的膳食纤维，可以增加饱足感，并且含有多种抗氧化维生素，对身体有较强的排毒效果。,具有功效,番薯叶,0,排毒,41
番薯叶含有大量的膳食纤维，可以增加饱足感，并且含有多种抗氧化维生素，对身体有较强的排毒效果。,含有营养素,番薯叶,0,膳食纤维,8
番薯叶含有大量的膳食纤维，可以增加饱足感，并且含有多种抗氧化维生素，对身体有较强的排毒效果。,含有营养素,番薯叶,0,维生素,30
银耳能提高肝脏解毒能力，起保肝作用；银耳对老年慢性支气管炎、肺原性心脏病有一定疗效。,具有功效,银耳,0,提高肝脏解毒能力,3
银耳能提高肝脏解毒能力，起保肝作用；银耳对老年慢性支气管炎、肺原性心脏病有一定疗效。,具有功效,银耳,0,保肝,13
银耳能提高肝脏解毒能力，起保肝作用；银耳对老年慢性支气管炎、肺原性心脏病有一定疗效。,利于疾病,银耳,0,慢性支气管炎,23
银耳能提高肝脏解毒能力，起保肝作用；银耳对老年慢性支气管炎、肺原性心脏病有一定疗效。,利于疾病,银耳,0,肺原性心脏病,30
银耳能提高肝脏解毒能力，起保肝作用；银耳对老年慢性支气管炎、肺原性心脏病有一定疗效。,具有功效,银耳,18,提高肝脏解毒能力,3
银耳能提高肝脏解毒能力，起保肝作用；银耳对老年慢性支气管炎、肺原性心脏病有一定疗效。,具有功效,银耳,18,保肝,13
银耳能提高肝脏解毒能力，起保肝作用；银耳对老年慢性支气管炎、肺原性心脏病有一定疗效。,利于疾病,银耳,18,慢性支气管炎,23
银耳能提高肝脏解毒能力，起保肝作用；银耳对老年慢性支气管炎、肺原性心脏病有一定疗效。,利于疾病,银耳,18,肺原性心脏病,30
南瓜能补中益气、消炎杀菌、止痛。,具有功效,南瓜,0,补中益气,3
南瓜能补中益气、消炎杀菌、止痛。,具有功效,南瓜,0,消炎杀菌,8
南瓜能补中益气、消炎杀菌、止痛。,具有功效,南瓜,0,止痛,13
南瓜所含的丰富果胶，可“吸附”细菌和有毒物质，包括重金属、铅等，起到排毒作用。,具有功效,南瓜,0,排毒,34
南瓜所含的丰富果胶，可“吸附”细菌和有毒物质，包括重金属、铅等，起到排毒作用。,含有营养素,南瓜,0,果胶,7
火龙果有排毒功效，木瓜中的营养容易被皮肤直接吸收。,忌搭配,火龙果,0,木瓜,9
火龙果有排毒功效，木瓜中的营养容易被皮肤直接吸收。,具有功效,火龙果,0,排毒,4
火龙果有排毒功效，木瓜中的营养容易被皮肤直接吸收。,具有功效,木瓜,9,排毒,4
益母草是妇科要药，不论胎前、产后都能起到生新血去淤血的作用。,具有功效,益母草,0,生新血去淤血,20
木耳有凉血止血的作用。,具有功效,木耳,0,凉血止血,3
山楂除了健胃消食，还有活血化瘀的功效，再搭配红糖，适合因体质寒凉、虚寒淤堵的女性饮用。,忌搭配,山楂,0,红糖,22
山楂除了健胃消食，还有活血化瘀的功效，再搭配红糖，适合因体质寒凉、虚寒淤堵的女性饮用。,具有功效,山楂,0,健胃消食,4
山楂除了健胃消食，还有活血化瘀的功效，再搭配红糖，适合因体质寒凉、虚寒淤堵的女性饮用。,具有功效,山楂,0,活血化瘀,11
山楂除了健胃消食，还有活血化瘀的功效，再搭配红糖，适合因体质寒凉、虚寒淤堵的女性饮用。,利于疾病,山楂,0,体质寒凉,28
山楂除了健胃消食，还有活血化瘀的功效，再搭配红糖，适合因体质寒凉、虚寒淤堵的女性饮用。,利于疾病,山楂,0,虚寒淤堵,33
山楂除了健胃消食，还有活血化瘀的功效，再搭配红糖，适合因体质寒凉、虚寒淤堵的女性饮用。,具有功效,红糖,22,健胃消食,4
山楂除了健胃消食，还有活血化瘀的功效，再搭配红糖，适合因体质寒凉、虚寒淤堵的女性饮用。,具有功效,红糖,22,活血化瘀,11
山楂除了健胃消食，还有活血化瘀的功效，再搭配红糖，适合因体质寒凉、虚寒淤堵的女性饮用。,利于疾病,红糖,22,体质寒凉,28
山楂除了健胃消食，还有活血化瘀的功效，再搭配红糖，适合因体质寒凉、虚寒淤堵的女性饮用。,利于疾病,红糖,22,虚寒淤堵,33
黄豆芽营养丰富，含蛋白质、脂肪、糖、粗纤维、钙、磷、铁、胡萝卜素、维生素B1、维生素B2、烟酸、维生素C等营养成分。,含有营养素,黄豆芽,0,蛋白质,9
